Product Name,Description,Faceveneer,Thickness (mm),Core Material,Glue,Weight/Board,Chemical Dipping,Film Face Color,Film Face GSM,Wire Mesh,Grade,Length (ft),Breadth (ft),Rate/SqFt
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,12,,Phenol Formaldehyde (PF),24,,Black,180,,"Film Faced, MUF Grade",8,4,40
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),30,,Red,80,,"Film Faced, MUF Grade",8,4,44
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),30,,Red,100,,"Film Faced, MUF Grade",8,4,44
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),30,,Red,120,,"Film Faced, MUF Grade",8,4,44
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),30,,Red,180,,"Film Faced, MUF Grade",8,4,44
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),30,,Black,80,,"Film Faced, MUF Grade",8,4,45
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),30,,Black,100,,"Film Faced, MUF Grade",8,4,45
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),30,,Black,120,,"Film Faced, MUF Grade",8,4,45
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),30,,Black,180,,"Film Faced, MUF Grade",8,4,45
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,12,,Phenol Formaldehyde (PF),30,,Red,80,,"Film Faced, MUF Grade",8,4,44
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,12,,Phenol Formaldehyde (PF),30,,Red,100,,"Film Faced, MUF Grade",8,4,44
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,12,,Phenol Formaldehyde (PF),30,,Red,120,,"Film Faced, MUF Grade",8,4,44
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,12,,Phenol Formaldehyde (PF),30,,Red,180,,"Film Faced, MUF Grade",8,4,44
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,12,,Phenol Formaldehyde (PF),30,,Black,80,,"Film Faced, MUF Grade",8,4,45
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,12,,Phenol Formaldehyde (PF),30,,Black,100,,"Film Faced, MUF Grade",8,4,45
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,12,,Phenol Formaldehyde (PF),30,,Black,120,,"Film Faced, MUF Grade",8,4,45
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,12,,Phenol Formaldehyde (PF),30,,Black,180,,"Film Faced, MUF Grade",8,4,45
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),34,,Red,80,,"Film Faced, MUF Grade",8,4,48
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),34,,Red,100,,"Film Faced, MUF Grade",8,4,48
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),34,,Red,120,,"Film Faced, MUF Grade",8,4,48
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),34,,Red,180,,"Film Faced, MUF Grade",8,4,48
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),34,,Black,80,,"Film Faced, MUF Grade",8,4,49
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),34,,Black,100,,"Film Faced, MUF Grade",8,4,49
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),34,,Black,120,,"Film Faced, MUF Grade",8,4,49
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),34,,Black,180,,"Film Faced, MUF Grade",8,4,49
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,12,,Phenol Formaldehyde (PF),34,,Red,80,,"Film Faced, MUF Grade",8,4,48
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,12,,Phenol Formaldehyde (PF),34,,Red,100,,"Film Faced, MUF Grade",8,4,48
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,12,,Phenol Formaldehyde (PF),34,,Red,120,,"Film Faced, MUF Grade",8,4,48
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,12,,Phenol Formaldehyde (PF),34,,Red,180,,"Film Faced, MUF Grade",8,4,48
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,12,,Phenol Formaldehyde (PF),34,,Black,80,,"Film Faced, MUF Grade",8,4,49
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,12,,Phenol Formaldehyde (PF),34,,Black,100,,"Film Faced, MUF Grade",8,4,49
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,12,,Phenol Formaldehyde (PF),34,,Black,120,,"Film Faced, MUF Grade",8,4,49
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,12,,Phenol Formaldehyde (PF),34,,Black,180,,"Film Faced, MUF Grade",8,4,49
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),35,,Red,80,,"Film Faced, MUF Grade",8,4,54
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),35,,Red,100,,"Film Faced, MUF Grade",8,4,54
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),35,,Red,120,,"Film Faced, MUF Grade",8,4,54
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),35,,Red,180,,"Film Faced, MUF Grade",8,4,54
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),35,,Black,80,,"Film Faced, MUF Grade",8,4,55
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),35,,Black,100,,"Film Faced, MUF Grade",8,4,55
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),35,,Black,120,,"Film Faced, MUF Grade",8,4,55
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),35,,Black,180,,"Film Faced, MUF Grade",8,4,55
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Phenol Formaldehyde (PF),35,,Red,80,,"Film Faced, MUF Grade",8,4,54
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Phenol Formaldehyde (PF),35,,Red,100,,"Film Faced, MUF Grade",8,4,54
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Phenol Formaldehyde (PF),35,,Red,120,,"Film Faced, MUF Grade",8,4,54
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Phenol Formaldehyde (PF),35,,Red,180,,"Film Faced, MUF Grade",8,4,54
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Phenol Formaldehyde (PF),35,,Black,80,,"Film Faced, MUF Grade",8,4,55
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Phenol Formaldehyde (PF),35,,Black,100,,"Film Faced, MUF Grade",8,4,55
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Phenol Formaldehyde (PF),35,,Black,120,,"Film Faced, MUF Grade",8,4,55
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Phenol Formaldehyde (PF),35,,Black,180,,"Film Faced, MUF Grade",8,4,55
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),40,,Red,80,,"Film Faced, MUF Grade",8,4,61
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),40,,Red,100,,"Film Faced, MUF Grade",8,4,61
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),40,,Red,120,,"Film Faced, MUF Grade",8,4,61
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),40,,Red,180,,"Film Faced, MUF Grade",8,4,61
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),40,,Black,80,,"Film Faced, MUF Grade",8,4,62
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),40,,Black,100,,"Film Faced, MUF Grade",8,4,62
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),40,,Black,120,,"Film Faced, MUF Grade",8,4,62
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),40,,Black,180,,"Film Faced, MUF Grade",8,4,62
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Phenol Formaldehyde (PF),40,,Red,80,,"Film Faced, MUF Grade",8,4,61
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Phenol Formaldehyde (PF),40,,Red,100,,"Film Faced, MUF Grade",8,4,61
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Phenol Formaldehyde (PF),40,,Red,120,,"Film Faced, MUF Grade",8,4,61
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Phenol Formaldehyde (PF),40,,Red,180,,"Film Faced, MUF Grade",8,4,61
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Phenol Formaldehyde (PF),40,,Black,80,,"Film Faced, MUF Grade",8,4,62
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Phenol Formaldehyde (PF),40,,Black,100,,"Film Faced, MUF Grade",8,4,62
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Phenol Formaldehyde (PF),40,,Black,120,,"Film Faced, MUF Grade",8,4,62
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Phenol Formaldehyde (PF),40,,Black,180,,"Film Faced, MUF Grade",8,4,62
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),45,,Red,80,,"Film Faced, MUF Grade",8,4,67
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),45,,Red,100,,"Film Faced, MUF Grade",8,4,67
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),45,,Red,120,,"Film Faced, MUF Grade",8,4,67
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),45,,Red,180,,"Film Faced, MUF Grade",8,4,67
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),45,,Black,80,,"Film Faced, MUF Grade",8,4,68
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),45,,Black,100,,"Film Faced, MUF Grade",8,4,68
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),45,,Black,120,,"Film Faced, MUF Grade",8,4,68
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),45,,Black,180,,"Film Faced, MUF Grade",8,4,68
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Phenol Formaldehyde (PF),45,,Red,80,,"Film Faced, MUF Grade",8,4,67
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Phenol Formaldehyde (PF),45,,Red,100,,"Film Faced, MUF Grade",8,4,67
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Phenol Formaldehyde (PF),45,,Red,120,,"Film Faced, MUF Grade",8,4,67
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Phenol Formaldehyde (PF),45,,Red,180,,"Film Faced, MUF Grade",8,4,67
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Phenol Formaldehyde (PF),45,,Black,80,,"Film Faced, MUF Grade",8,4,68
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Phenol Formaldehyde (PF),45,,Black,100,,"Film Faced, MUF Grade",8,4,68
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Phenol Formaldehyde (PF),45,,Black,120,,"Film Faced, MUF Grade",8,4,68
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Phenol Formaldehyde (PF),45,,Black,180,,"Film Faced, MUF Grade",8,4,68
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),50,,Red,80,,"Film Faced, MUF Grade",8,4,74
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),50,,Red,100,,"Film Faced, MUF Grade",8,4,74
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),50,,Red,120,,"Film Faced, MUF Grade",8,4,74
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),50,,Red,180,,"Film Faced, MUF Grade",8,4,74
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),50,,Black,80,,"Film Faced, MUF Grade",8,4,75
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),50,,Black,100,,"Film Faced, MUF Grade",8,4,75
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),50,,Black,120,,"Film Faced, MUF Grade",8,4,75
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),50,,Black,180,,"Film Faced, MUF Grade",8,4,75
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Phenol Formaldehyde (PF),50,,Red,80,,"Film Faced, MUF Grade",8,4,74
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Phenol Formaldehyde (PF),50,,Red,100,,"Film Faced, MUF Grade",8,4,74
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Phenol Formaldehyde (PF),50,,Red,120,,"Film Faced, MUF Grade",8,4,74
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Phenol Formaldehyde (PF),50,,Red,180,,"Film Faced, MUF Grade",8,4,74
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Phenol Formaldehyde (PF),50,,Black,80,,"Film Faced, MUF Grade",8,4,75
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Phenol Formaldehyde (PF),50,,Black,100,,"Film Faced, MUF Grade",8,4,75
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Phenol Formaldehyde (PF),50,,Black,120,,"Film Faced, MUF Grade",8,4,75
Film Faced Shuttering Plywood,"Film Faced, MUF Grade",,18,,Phenol Formaldehyde (PF),50,,Black,180,,"Film Faced, MUF Grade",8,4,75
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,12,,Melamine Urea Formaldehyde (MUF),30,,Red,80,,"Film Faced, PF Grade",8,4,52
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,12,,Melamine Urea Formaldehyde (MUF),30,,Red,100,,"Film Faced, PF Grade",8,4,52
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,12,,Melamine Urea Formaldehyde (MUF),30,,Red,120,,"Film Faced, PF Grade",8,4,52
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,12,,Melamine Urea Formaldehyde (MUF),30,,Red,180,,"Film Faced, PF Grade",8,4,52
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,12,,Melamine Urea Formaldehyde (MUF),30,,Black,80,,"Film Faced, PF Grade",8,4,53
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,12,,Melamine Urea Formaldehyde (MUF),30,,Black,100,,"Film Faced, PF Grade",8,4,53
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,12,,Melamine Urea Formaldehyde (MUF),30,,Black,120,,"Film Faced, PF Grade",8,4,53
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,12,,Melamine Urea Formaldehyde (MUF),30,,Black,180,,"Film Faced, PF Grade",8,4,53
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,12,,Phenol Formaldehyde (PF),30,,Red,80,,"Film Faced, PF Grade",8,4,52
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,12,,Phenol Formaldehyde (PF),30,,Red,100,,"Film Faced, PF Grade",8,4,52
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,12,,Phenol Formaldehyde (PF),30,,Red,120,,"Film Faced, PF Grade",8,4,52
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,12,,Phenol Formaldehyde (PF),30,,Red,180,,"Film Faced, PF Grade",8,4,52
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,12,,Phenol Formaldehyde (PF),30,,Black,80,,"Film Faced, PF Grade",8,4,53
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,12,,Phenol Formaldehyde (PF),30,,Black,100,,"Film Faced, PF Grade",8,4,53
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,12,,Phenol Formaldehyde (PF),30,,Black,120,,"Film Faced, PF Grade",8,4,53
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,12,,Phenol Formaldehyde (PF),30,,Black,180,,"Film Faced, PF Grade",8,4,53
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,12,,Melamine Urea Formaldehyde (MUF),34,,Red,80,,"Film Faced, PF Grade",8,4,56
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,12,,Melamine Urea Formaldehyde (MUF),34,,Red,100,,"Film Faced, PF Grade",8,4,56
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,12,,Melamine Urea Formaldehyde (MUF),34,,Red,120,,"Film Faced, PF Grade",8,4,56
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,12,,Melamine Urea Formaldehyde (MUF),34,,Red,180,,"Film Faced, PF Grade",8,4,56
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,12,,Melamine Urea Formaldehyde (MUF),34,,Black,80,,"Film Faced, PF Grade",8,4,57
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,12,,Melamine Urea Formaldehyde (MUF),34,,Black,100,,"Film Faced, PF Grade",8,4,57
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,12,,Melamine Urea Formaldehyde (MUF),34,,Black,120,,"Film Faced, PF Grade",8,4,57
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,12,,Melamine Urea Formaldehyde (MUF),34,,Black,180,,"Film Faced, PF Grade",8,4,57
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,12,,Phenol Formaldehyde (PF),34,,Red,80,,"Film Faced, PF Grade",8,4,56
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,12,,Phenol Formaldehyde (PF),34,,Red,100,,"Film Faced, PF Grade",8,4,56
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,12,,Phenol Formaldehyde (PF),34,,Red,120,,"Film Faced, PF Grade",8,4,56
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,12,,Phenol Formaldehyde (PF),34,,Red,180,,"Film Faced, PF Grade",8,4,56
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,12,,Phenol Formaldehyde (PF),34,,Black,80,,"Film Faced, PF Grade",8,4,57
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,12,,Phenol Formaldehyde (PF),34,,Black,100,,"Film Faced, PF Grade",8,4,57
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,12,,Phenol Formaldehyde (PF),34,,Black,120,,"Film Faced, PF Grade",8,4,57
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,12,,Phenol Formaldehyde (PF),34,,Black,180,,"Film Faced, PF Grade",8,4,57
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),40,,Red,80,,"Film Faced, PF Grade",8,4,67
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),40,,Red,100,,"Film Faced, PF Grade",8,4,67
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),40,,Red,120,,"Film Faced, PF Grade",8,4,67
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),40,,Red,180,,"Film Faced, PF Grade",8,4,67
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),40,,Black,80,,"Film Faced, PF Grade",8,4,68
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),40,,Black,100,,"Film Faced, PF Grade",8,4,68
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),40,,Black,120,,"Film Faced, PF Grade",8,4,68
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),40,,Black,180,,"Film Faced, PF Grade",8,4,68
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,18,,Phenol Formaldehyde (PF),40,,Red,80,,"Film Faced, PF Grade",8,4,67
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,18,,Phenol Formaldehyde (PF),40,,Red,100,,"Film Faced, PF Grade",8,4,67
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,18,,Phenol Formaldehyde (PF),40,,Red,120,,"Film Faced, PF Grade",8,4,67
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,18,,Phenol Formaldehyde (PF),40,,Red,180,,"Film Faced, PF Grade",8,4,67
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,18,,Phenol Formaldehyde (PF),40,,Black,80,,"Film Faced, PF Grade",8,4,68
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,18,,Phenol Formaldehyde (PF),40,,Black,100,,"Film Faced, PF Grade",8,4,68
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,18,,Phenol Formaldehyde (PF),40,,Black,120,,"Film Faced, PF Grade",8,4,68
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,18,,Phenol Formaldehyde (PF),40,,Black,180,,"Film Faced, PF Grade",8,4,68
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),45,,Red,80,,"Film Faced, PF Grade",8,4,74
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),45,,Red,100,,"Film Faced, PF Grade",8,4,74
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),45,,Red,120,,"Film Faced, PF Grade",8,4,74
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),45,,Red,180,,"Film Faced, PF Grade",8,4,74
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),45,,Black,80,,"Film Faced, PF Grade",8,4,75
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),45,,Black,100,,"Film Faced, PF Grade",8,4,75
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),45,,Black,120,,"Film Faced, PF Grade",8,4,75
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),45,,Black,180,,"Film Faced, PF Grade",8,4,75
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,18,,Phenol Formaldehyde (PF),45,,Red,80,,"Film Faced, PF Grade",8,4,74
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,18,,Phenol Formaldehyde (PF),45,,Red,100,,"Film Faced, PF Grade",8,4,74
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,18,,Phenol Formaldehyde (PF),45,,Red,120,,"Film Faced, PF Grade",8,4,74
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,18,,Phenol Formaldehyde (PF),45,,Red,180,,"Film Faced, PF Grade",8,4,74
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,18,,Phenol Formaldehyde (PF),45,,Black,80,,"Film Faced, PF Grade",8,4,75
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,18,,Phenol Formaldehyde (PF),45,,Black,100,,"Film Faced, PF Grade",8,4,75
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,18,,Phenol Formaldehyde (PF),45,,Black,120,,"Film Faced, PF Grade",8,4,75
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,18,,Phenol Formaldehyde (PF),45,,Black,180,,"Film Faced, PF Grade",8,4,75
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),50,,Red,80,,"Film Faced, PF Grade",8,4,81
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),50,,Red,100,,"Film Faced, PF Grade",8,4,81
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),50,,Red,120,,"Film Faced, PF Grade",8,4,81
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),50,,Red,180,,"Film Faced, PF Grade",8,4,81
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),50,,Black,80,,"Film Faced, PF Grade",8,4,82
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),50,,Black,100,,"Film Faced, PF Grade",8,4,82
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),50,,Black,120,,"Film Faced, PF Grade",8,4,82
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),50,,Black,180,,"Film Faced, PF Grade",8,4,82
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,18,,Phenol Formaldehyde (PF),50,,Red,80,,"Film Faced, PF Grade",8,4,81
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,18,,Phenol Formaldehyde (PF),50,,Red,100,,"Film Faced, PF Grade",8,4,81
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,18,,Phenol Formaldehyde (PF),50,,Red,120,,"Film Faced, PF Grade",8,4,81
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,18,,Phenol Formaldehyde (PF),50,,Red,180,,"Film Faced, PF Grade",8,4,81
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,18,,Phenol Formaldehyde (PF),50,,Black,80,,"Film Faced, PF Grade",8,4,82
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,18,,Phenol Formaldehyde (PF),50,,Black,100,,"Film Faced, PF Grade",8,4,82
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,18,,Phenol Formaldehyde (PF),50,,Black,120,,"Film Faced, PF Grade",8,4,82
Film Faced Shuttering Plywood,"Film Faced, PF Grade",,18,,Phenol Formaldehyde (PF),50,,Black,180,,"Film Faced, PF Grade",8,4,82
